code,manufacturer,description,type,locale,is_generic,source_file
P22C2,GENERIC,O2 Sensor Pumping Current Trim Circuit/Open Bank 2 Sensor 2,P,en,1,p_codes
P22C3,GENERIC,O2 Sensor Pumping Current Trim Circuit Low Bank 2 Sensor 2,P,en,1,p_codes
P22C4,GENERIC,O2 Sensor Pumping Current Trim Circuit High Bank 2 Sensor 2,P,en,1,p_codes
P22C5,GENERIC,Turbocharger Compressor Outlet Valve Control Circuit/Open,P,en,1,p_codes
P22C6,GENERIC,Turbocharger Compressor Outlet Valve Control Circuit Low,P,en,1,p_codes
P22C7,GENERIC,Turbocharger Compressor Outlet Valve Control Circuit High,P,en,1,p_codes
P22C8,GENERIC,Turbocharger Compressor Outlet Valve Stuck Open,P,en,1,p_codes
P22C9,GENERIC,Turbocharger Compressor Outlet Valve Stuck Closed,P,en,1,p_codes
P22CA,GENERIC,Turbocharger Compressor Outlet Switching Valve Control Circuit/Open,P,en,1,p_codes
P22CB,GENERIC,Turbocharger Compressor Outlet Switching Valve Control Circuit Low,P,en,1,p_codes
P22CC,GENERIC,Turbocharger Compressor Outlet Switching Valve Control Circuit High,P,en,1,p_codes
P22CD,GENERIC,Turbocharger Compressor Outlet Switching Valve Stuck Open,P,en,1,p_codes
P22CE,GENERIC,Turbocharger Compressor Outlet Switching Valve Stuck Closed,P,en,1,p_codes
P22CF,GENERIC,Turbocharger Turbine Inlet Valve Control Circuit/Open,P,en,1,p_codes
P22D0,GENERIC,Turbocharger Turbine Inlet Valve Control Circuit Low,P,en,1,p_codes
P22D1,GENERIC,Turbocharger Turbine Inlet Valve Control Circuit High,P,en,1,p_codes
P22D2,GENERIC,Turbocharger Turbine Inlet Valve Stuck Open,P,en,1,p_codes
P22D3,GENERIC,Turbocharger Turbine Inlet Valve Stuck Closed,P,en,1,p_codes
P22D4,GENERIC,Turbocharger Turbine Inlet Valve Position Sensor Circuit,P,en,1,p_codes
P22D5,GENERIC,Turbocharger Turbine Inlet Valve Position Sensor Circuit Range/Performance,P,en,1,p_codes
P22D6,GENERIC,Turbocharger Turbine Inlet Valve Position Sensor Circuit Low,P,en,1,p_codes
P22D7,GENERIC,Turbocharger Turbine Inlet Valve Position Sensor Circuit High,P,en,1,p_codes
P22D8,GENERIC,Turbocharger Turbine Inlet Valve Position Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P22D9,GENERIC,Cylinder 1 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22DA,GENERIC,Cylinder 1 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22DB,GENERIC,Cylinder 1 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22DC,GENERIC,Cylinder 1 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22DD,GENERIC,Cylinder 2 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22DE,GENERIC,Cylinder 2 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22DF,GENERIC,Cylinder 2 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22E0,GENERIC,Cylinder 2 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22E1,GENERIC,Cylinder 3 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22E2,GENERIC,Cylinder 3 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22E3,GENERIC,Cylinder 3 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22E4,GENERIC,Cylinder 3 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22E5,GENERIC,Cylinder 4 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22E6,GENERIC,Cylinder 4 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22E7,GENERIC,Cylinder 4 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22E8,GENERIC,Cylinder 4 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22E9,GENERIC,Cylinder 5 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22EA,GENERIC,Cylinder 5 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22EB,GENERIC,Cylinder 5 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22EC,GENERIC,Cylinder 5 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22ED,GENERIC,Cylinder 6 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22EE,GENERIC,Cylinder 6 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22EF,GENERIC,Cylinder 6 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22F0,GENERIC,Cylinder 6 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22F1,GENERIC,Cylinder 7 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22F2,GENERIC,Cylinder 7 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22F3,GENERIC,Cylinder 7 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22F4,GENERIC,Cylinder 7 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22F5,GENERIC,Cylinder 8 Alternative Fuel Injector Control Circuit/Open,P,en,1,p_codes
P22F6,GENERIC,Cylinder 8 Alternative Fuel Injector Control Circuit Low,P,en,1,p_codes
P22F7,GENERIC,Cylinder 8 Alternative Fuel Injector Control Circuit High,P,en,1,p_codes
P22F8,GENERIC,Cylinder 8 Alternative Fuel Injector Control Circuit Range/Performance,P,en,1,p_codes
P22F9,GENERIC,NOx Sensor Performance - Slow Response Low to High Bank 1 Sensor 1,P,en,1,p_codes
P22FA,GENERIC,NOx Sensor Performance - Slow Response High to Low Bank 1 Sensor 1,P,en,1,p_codes
P22FB,GENERIC,NOx Sensor Performance - Sensing Element Bank 1 Sensor 1,P,en,1,p_codes
P22FC,GENERIC,NOx Sensor Performance - Slow Response Low to High Bank 1 Sensor 2,P,en,1,p_codes
P22FD,GENERIC,NOx Sensor Performance - Slow Response High to Low Bank 1 Sensor 2,P,en,1,p_codes
P22FE,GENERIC,NOx Sensor Performance - Sensing Element Bank 1 Sensor 2,P,en,1,p_codes
P22FF,GENERIC,SCR NOx Catalyst Inlet Temperature Too Low,P,en,1,p_codes
P2300,GENERIC,Ignition Coil A Primary Control Circuit Low,P,en,1,p_codes
P2301,GENERIC,Ignition Coil A Primary Control Circuit High,P,en,1,p_codes
P2302,GENERIC,Ignition Coil A Secondary Circuit,P,en,1,p_codes
P2303,GENERIC,Ignition Coil B Primary Control Circuit Low,P,en,1,p_codes
P2304,GENERIC,Ignition Coil B Primary Control Circuit High,P,en,1,p_codes
P2305,GENERIC,Ignition Coil B Secondary Circuit,P,en,1,p_codes
P2306,GENERIC,Ignition Coil C Primary Control Circuit Low,P,en,1,p_codes
P2307,GENERIC,Ignition Coil C Primary Control Circuit High,P,en,1,p_codes
P2308,GENERIC,Ignition Coil C Secondary Circuit,P,en,1,p_codes
P2309,GENERIC,Ignition Coil D Primary Control Circuit Low,P,en,1,p_codes
P230A,GENERIC,Cylinder 1 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P230B,GENERIC,Cylinder 2 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P230C,GENERIC,Cylinder 3 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P230D,GENERIC,Cylinder 4 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P230E,GENERIC,Cylinder 5 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P230F,GENERIC,Cylinder 6 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P2310,GENERIC,Ignition Coil D Primary Control Circuit High,P,en,1,p_codes
P2311,GENERIC,Ignition Coil D Secondary Circuit,P,en,1,p_codes
P2312,GENERIC,Ignition Coil E Primary Control Circuit Low,P,en,1,p_codes
P2313,GENERIC,Ignition Coil E Primary Control Circuit High,P,en,1,p_codes
P2314,GENERIC,Ignition Coil E Secondary Circuit,P,en,1,p_codes
P2315,GENERIC,Ignition Coil F Primary Control Circuit Low,P,en,1,p_codes
P2316,GENERIC,Ignition Coil F Primary Control Circuit High,P,en,1,p_codes
P2317,GENERIC,Ignition Coil F Secondary Circuit,P,en,1,p_codes
P2318,GENERIC,Ignition Coil G Primary Control Circuit Low,P,en,1,p_codes
P2319,GENERIC,Ignition Coil G Primary Control Circuit High,P,en,1,p_codes
P231A,GENERIC,Cylinder 7 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P231B,GENERIC,Cylinder 8 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P231C,GENERIC,Cylinder 9 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P231D,GENERIC,Cylinder 10 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P231E,GENERIC,Cylinder 11 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P231F,GENERIC,Cylinder 12 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,P,en,1,p_codes
P2320,GENERIC,Ignition Coil G Secondary Circuit,P,en,1,p_codes
P2321,GENERIC,Ignition Coil H Primary Control Circuit Low,P,en,1,p_codes
P2322,GENERIC,Ignition Coil H Primary Control Circuit High,P,en,1,p_codes
P2323,GENERIC,Ignition Coil H Secondary Circuit,P,en,1,p_codes
P2324,GENERIC,Ignition Coil I Primary Control Circuit Low,P,en,1,p_codes
P2325,GENERIC,Ignition Coil I Primary Control Circuit High,P,en,1,p_codes
P2326,GENERIC,Ignition Coil I Secondary Circuit,P,en,1,p_codes
P2327,GENERIC,Ignition Coil J Primary Control Circuit Low,P,en,1,p_codes
P2328,GENERIC,Ignition Coil J Primary Control Circuit High,P,en,1,p_codes
P2329,GENERIC,Ignition Coil J Secondary Circuit,P,en,1,p_codes
P232A,GENERIC,TCM Request - Forced Engine Shutdown,P,en,1,p_codes
P232B,GENERIC,Cylinder 11 Fuel Injector A Offset Learning At Min Limit,P,en,1,p_codes
P232C,GENERIC,Cylinder 11 Fuel Injector A Offset Learning At Max Limit,P,en,1,p_codes
P232D,GENERIC,Cylinder 12 Fuel Injector A Offset Learning At Min Limit,P,en,1,p_codes
P232E,GENERIC,Cylinder 12 Fuel Injector A Offset Learning At Max Limit,P,en,1,p_codes
P232F,GENERIC,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 2,P,en,1,p_codes
P2330,GENERIC,Ignition Coil K Primary Control Circuit Low,P,en,1,p_codes
P2331,GENERIC,Ignition Coil K Primary Control Circuit High,P,en,1,p_codes
P2332,GENERIC,Ignition Coil K Secondary Circuit,P,en,1,p_codes
P2333,GENERIC,Ignition Coil L Primary Control Circuit Low,P,en,1,p_codes
P2334,GENERIC,Ignition Coil L Primary Control Circuit High,P,en,1,p_codes
P2335,GENERIC,Ignition Coil L Secondary Circuit,P,en,1,p_codes
P2336,GENERIC,Cylinder 1 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2337,GENERIC,Cylinder 2 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2338,GENERIC,Cylinder 3 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2339,GENERIC,Cylinder 4 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P233A,GENERIC,Fuel Pressure Regulator C Control Circuit/Open,P,en,1,p_codes
P233B,GENERIC,Fuel Pressure Regulator C Control Circuit Low,P,en,1,p_codes
P233C,GENERIC,Fuel Pressure Regulator C Control Circuit High,P,en,1,p_codes
P233D,GENERIC,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit/Open,P,en,1,p_codes
P233E,GENERIC,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit Low,P,en,1,p_codes
P233F,GENERIC,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit High,P,en,1,p_codes
P2340,GENERIC,Cylinder 5 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2341,GENERIC,Cylinder 6 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2342,GENERIC,Cylinder 7 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2343,GENERIC,Cylinder 8 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2344,GENERIC,Cylinder 9 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2345,GENERIC,Cylinder 10 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2346,GENERIC,Cylinder 11 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2347,GENERIC,Cylinder 12 Above Knock/Combustion Vibration Sensor Threshold,P,en,1,p_codes
P2348,GENERIC,Cylinder 9 Pressure Sensor Circuit,P,en,1,p_codes
P2349,GENERIC,Cylinder 9 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P234A,GENERIC,Cylinder 9 Pressure Sensor Circuit Low,P,en,1,p_codes
P234B,GENERIC,Cylinder 9 Pressure Sensor Circuit High,P,en,1,p_codes
P234C,GENERIC,Cylinder 9 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P234D,GENERIC,Cylinder 9 Pressure Too Low,P,en,1,p_codes
P234E,GENERIC,Cylinder 9 Pressure Too High,P,en,1,p_codes
P234F,GENERIC,Cylinder 9 Pressure Variation Low,P,en,1,p_codes
P2350,GENERIC,Cylinder 9 Pressure Variation High,P,en,1,p_codes
P2351,GENERIC,Cylinder 9 Combustion Performance,P,en,1,p_codes
P2352,GENERIC,Cylinder 10 Pressure Sensor Circuit,P,en,1,p_codes
P2353,GENERIC,Cylinder 10 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P2354,GENERIC,Cylinder 10 Pressure Sensor Circuit Low,P,en,1,p_codes
P2355,GENERIC,Cylinder 10 Pressure Sensor Circuit High,P,en,1,p_codes
P2356,GENERIC,Cylinder 10 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P2357,GENERIC,Cylinder 10 Pressure Too Low,P,en,1,p_codes
P2358,GENERIC,Cylinder 10 Pressure Too High,P,en,1,p_codes
P2359,GENERIC,Cylinder 10 Pressure Variation Low,P,en,1,p_codes
P235A,GENERIC,Cylinder 10 Pressure Variation High,P,en,1,p_codes
P235B,GENERIC,Cylinder 10 Combustion Performance,P,en,1,p_codes
P235C,GENERIC,Cylinder 11 Pressure Sensor Circuit,P,en,1,p_codes
P235D,GENERIC,Cylinder 11 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P235E,GENERIC,Cylinder 11 Pressure Sensor Circuit Low,P,en,1,p_codes
P235F,GENERIC,Cylinder 11 Pressure Sensor Circuit High,P,en,1,p_codes
P2360,GENERIC,Cylinder 11 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P2361,GENERIC,Cylinder 11 Pressure Too Low,P,en,1,p_codes
P2362,GENERIC,Cylinder 11 Pressure Too High,P,en,1,p_codes
P2363,GENERIC,Cylinder 11 Pressure Variation Low,P,en,1,p_codes
P2364,GENERIC,Cylinder 11 Pressure Variation High,P,en,1,p_codes
P2365,GENERIC,Cylinder 11 Combustion Performance,P,en,1,p_codes
P2366,GENERIC,Cylinder 12 Pressure Sensor Circuit,P,en,1,p_codes
P2367,GENERIC,Cylinder 12 Pressure Sensor Circuit Range/Performance,P,en,1,p_codes
P2368,GENERIC,Cylinder 12 Pressure Sensor Circuit Low,P,en,1,p_codes
P2369,GENERIC,Cylinder 12 Pressure Sensor Circuit High,P,en,1,p_codes
P236A,GENERIC,Cylinder 12 Pressure Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P236B,GENERIC,Cylinder 12 Pressure Too Low,P,en,1,p_codes
P236C,GENERIC,Cylinder 12 Pressure Too High,P,en,1,p_codes
P236D,GENERIC,Cylinder 12 Pressure Variation Low,P,en,1,p_codes
P236E,GENERIC,Cylinder 12 Pressure Variation High,P,en,1,p_codes
P236F,GENERIC,Cylinder 12 Combustion Performance,P,en,1,p_codes
P2370,GENERIC,Fuel Volume Regulator B Control Circuit/Open,P,en,1,p_codes
P2371,GENERIC,Fuel Volume Regulator B Control Circuit Performance,P,en,1,p_codes
P2372,GENERIC,Fuel Volume Regulator B Control Circuit Low,P,en,1,p_codes
P2373,GENERIC,Fuel Volume Regulator B Control Circuit High,P,en,1,p_codes
P2374,GENERIC,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit,P,en,1,p_codes
P2375,GENERIC,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Range/Performance,P,en,1,p_codes
P2376,GENERIC,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Low,P,en,1,p_codes
P2377,GENERIC,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit High,P,en,1,p_codes
P2378,GENERIC,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Intermittent/Erratic,P,en,1,p_codes
P2379,GENERIC,O2 Sensor Out of Range During Deceleration Bank 2 Sensor 2,P,en,1,p_codes
P237A,GENERIC,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,P,en,1,p_codes
P237B,GENERIC,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,P,en,1,p_codes
P237C,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit/Open,P,en,1,p_codes
P237D,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit Low,P,en,1,p_codes
P237E,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit High,P,en,1,p_codes
P237F,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Performance,P,en,1,p_codes
P2380,GENERIC,EGR Sensor D Circuit,P,en,1,p_codes
P2381,GENERIC,EGR Sensor D Circuit High,P,en,1,p_codes
P2382,GENERIC,EGR Sensor D Circuit Low,P,en,1,p_codes
P2383,GENERIC,EGR Sensor D Circuit Range/Performance,P,en,1,p_codes
P2384,GENERIC,EGR Sensor D Circuit Intermittent,P,en,1,p_codes
P2385,GENERIC,EGR Sensor E Circuit,P,en,1,p_codes
P2386,GENERIC,EGR Sensor E Circuit High,P,en,1,p_codes
P2387,GENERIC,EGR Sensor E Circuit Low,P,en,1,p_codes
P2388,GENERIC,EGR Sensor E Circuit Range/Performance,P,en,1,p_codes
P2389,GENERIC,EGR Sensor E Circuit Intermittent,P,en,1,p_codes
P238A,GENERIC,Water in Fuel Sensor B Circuit,P,en,1,p_codes
P238B,GENERIC,Water in Fuel Sensor B Circuit Range/Performance,P,en,1,p_codes
P238C,GENERIC,Water in Fuel Sensor B Circuit Low,P,en,1,p_codes
P238D,GENERIC,Water in Fuel Sensor B Circuit High,P,en,1,p_codes
P238E,GENERIC,Water in Fuel Sensor B Circuit Intermittent,P,en,1,p_codes
P238F,GENERIC,Water in Fuel Condition - Sensor B,P,en,1,p_codes
P2390,GENERIC,Diesel Intake Air Flow B Control Circuit/Open,P,en,1,p_codes
P2391,GENERIC,Diesel Intake Air Flow B Control Performance,P,en,1,p_codes
P2392,GENERIC,Diesel Intake Air Flow B Control Circuit Low,P,en,1,p_codes
P2393,GENERIC,Diesel Intake Air Flow B Control Circuit High,P,en,1,p_codes
P2394,GENERIC,Diesel Intake Air Flow B Control Stuck Open,P,en,1,p_codes
P2395,GENERIC,Diesel Intake Air Flow B Control Stuck Closed,P,en,1,p_codes
P2396,GENERIC,Diesel Intake Air Flow B Position Sensor Circuit,P,en,1,p_codes
P2397,GENERIC,Diesel Intake Air Flow B Position Sensor Range/Performance,P,en,1,p_codes
P2398,GENERIC,Diesel Intake Air Flow B Position Sensor Circuit Low,P,en,1,p_codes
P2399,GENERIC,Diesel Intake Air Flow B Position Sensor Circuit High,P,en,1,p_codes
P239A,GENERIC,Diesel Intake Air Flow B Position Sensor Circuit Intermittent/Erratic,P,en,1,p_codes
P239B,GENERIC,Diesel Intake Air Flow B Control Motor Current Range/Performance,P,en,1,p_codes
P239C,GENERIC,Diesel Intake Air Flow B Control System - High Air Flow Detected,P,en,1,p_codes
P239D,GENERIC,Diesel Intake Air Flow B Control System - Low Air Flow Detected,P,en,1,p_codes
P239E,GENERIC,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 2,P,en,1,p_codes
P239F,GENERIC,O2 Sensor Out of Range During Deceleration Bank 2 Sensor 2,P,en,1,p_codes
P23A0,GENERIC,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,P,en,1,p_codes
P23A1,GENERIC,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,P,en,1,p_codes
P23A2,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Control Circuit/Open,P,en,1,p_codes
P23A3,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Control Circuit Low,P,en,1,p_codes
P23A4,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Control Circuit High,P,en,1,p_codes
P23A5,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Control Performance,P,en,1,p_codes
P23A6,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Stuck Open,P,en,1,p_codes
P23A7,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Stuck Closed,P,en,1,p_codes
P23A8,GENERIC,Exhaust Heat Exchanger Exhaust Bypass Valve B Position Sensor Stop Performance,P,en,1,p_codes
P23A9,GENERIC,Communication Fault – Forced Engine Shutdown,P,en,1,p_codes
P23AA,GENERIC,Turbocharger/Supercharger Bypass Valve A Stuck,P,en,1,p_codes
P23AB,GENERIC,NOx Sensor Processor Performance Bank 1 Sensor 3,P,en,1,p_codes
P23AC,GENERIC,NOx Sensor Circuit Bank 1 Sensor 3,P,en,1,p_codes
P23AD,GENERIC,NOx Sensor Circuit Range/Performance Bank 1 Sensor 3,P,en,1,p_codes
P23AE,GENERIC,NOx Sensor Circuit Low Bank 1 Sensor 3,P,en,1,p_codes
P23AF,GENERIC,NOx Sensor Circuit High Bank 1 Sensor 3,P,en,1,p_codes
P23B0,GENERIC,NOx Sensor Circuit Intermittent Bank 1 Sensor 3,P,en,1,p_codes
P23B1,GENERIC,NOx Sensor Heater Control Circuit/Open Bank 1 Sensor 3,P,en,1,p_codes
P23B2,GENERIC,NOx Sensor Heater Control Circuit Low Bank 1 Sensor 3,P,en,1,p_codes
P23B3,GENERIC,NOx Sensor Heater Control Circuit High Bank 1 Sensor 3,P,en,1,p_codes
P23B4,GENERIC,NOx Sensor Heater Sense Circuit Bank 1 Sensor 3,P,en,1,p_codes
P23B5,GENERIC,NOx Sensor Heater Sense Circuit Range/Performance Bank 1 Sensor 3,P,en,1,p_codes
P23B6,GENERIC,NOx Sensor Supply Voltage Circuit Bank 1 Sensor 3,P,en,1,p_codes
P23B7,GENERIC,NOx Sensor Heater Control Circuit Range/Performance Bank 1 Sensor 3,P,en,1,p_codes
P23B8,GENERIC,NOx Sensor Heater Sense Circuit Low Bank 1 Sensor 3,P,en,1,p_codes
P23B9,GENERIC,NOx Sensor Heater Sense Circuit High Bank 1 Sensor 3,P,en,1,p_codes
P23BA,GENERIC,NOx Sensor Heater Sense Circuit Intermittent Bank 1 Sensor 3,P,en,1,p_codes
P23BB,GENERIC,NOx Sensor Heater Resistance Bank 1 Sensor 3,P,en,1,p_codes
P23BC,GENERIC,NOx Sensor Calibration Memory Bank 1 Sensor 3,P,en,1,p_codes
P23BD,GENERIC,NOx Sensor Performance - Signal Biased/Stuck High Bank 1 Sensor 3,P,en,1,p_codes
P23BE,GENERIC,NOx Sensor Performance - Signal Biased/Stuck Low Bank 1 Sensor 3,P,en,1,p_codes
P23BF,GENERIC,NOx Sensor Performance - Slow Response Low to High Bank 1 Sensor 3,P,en,1,p_codes
P23C0,GENERIC,NOx Sensor Performance - Slow Response High to Low Bank 1 Sensor 3,P,en,1,p_codes
P23C1,GENERIC,NOx Sensor Performance - Sensing Element Bank 1 Sensor 3,P,en,1,p_codes
P23C2,GENERIC,NOx Sensor Delayed Response - High to Low Bank 1 Sensor 3,P,en,1,p_codes
P23C3,GENERIC,Engine Coolant Bypass Valve C Position Sensor Circuit,P,en,1,p_codes
P23C4,GENERIC,Engine Coolant Bypass Valve C Position Sensor Circuit Low,P,en,1,p_codes
P23C5,GENERIC,Engine Coolant Bypass Valve C Position Sensor Circuit High,P,en,1,p_codes
P23C6,GENERIC,Engine Coolant Bypass Valve C Control Circuit Driver Current/Temperature Too High,P,en,1,p_codes
P23C7,GENERIC,Fuel Heater Control Module Power Control Circuit/Open,P,en,1,p_codes
P23C8,GENERIC,Fuel Heater Control Module Power Control Circuit Low,P,en,1,p_codes
P23C9,GENERIC,Fuel Heater Control Module Power Control Circuit High,P,en,1,p_codes
P23CA,GENERIC,Fuel Rail Heater Control Circuit/Open,P,en,1,p_codes
P23CB,GENERIC,Fuel Rail Heater Control Circuit Low,P,en,1,p_codes
